Name;Country;ProneAccuracy;StandingAccuracy;SkiSpeed;Stamina;Gender;Age
KRACMAN Jaka;SLO;76.078;57.255;27.263;48.667;JMEN;21
HODZIC Abdulkerim;SRB;72.500;55.000;1.000;14.125;MEN;19
HARTWEG Niklas;SUI;85.437;76.893;67.713;75.587;MEN;25
STALDER Sebastian;SUI;92.066;88.099;60.382;70.646;MEN;27
BURKHALTER Joscha;SUI;88.769;84.462;60.523;73.180;MEN;29
FINELLO Jeremy;SUI;81.515;56.364;68.738;73.562;MEN;33
PACAL James;SUI;89.697;80.606;46.842;68.412;MEN;22
DU PASQUIER Arnaud;SUI;79.636;63.273;55.583;73.222;MEN;33
RIEBLI Matthias;SUI;80.822;79.452;47.973;74.044;MEN;21
DANUSER Dajan;SUI;73.929;67.143;55.325;75.855;JMEN;29
STALDER Gion;SUI;86.571;73.429;43.585;68.655;JMEN;26
BOVISI Sandro;SUI;82.105;70.526;43.046;73.568;JMEN;28
ULLMANN Felix;SUI;82.532;79.494;43.222;66.095;JMEN;22
KREUZER Yannik;SUI;95.000;80.000;35.385;66.056;JMEN;29
DEMARMELS Silvano;SUI;74.286;73.571;41.297;70.628;JMEN;21
BURCH Remo;SUI;81.739;82.174;33.757;65.239;JMEN;20
KELLER Tobit;SUI;85.714;68.571;30.487;72.440;JMEN;17
STALDER Paul;SUI;65.714;78.571;34.415;73.072;JMEN;22
KUNZ Levin;SUI;93.333;84.444;32.441;52.302;JMEN;18
MENGIS Jesco;SUI;70.000;72.000;30.729;72.305;JMEN;18
MAIER Loris;SUI;72.500;76.250;30.745;62.897;JMEN;21
NIEDERHAUSER Bjoern;SUI;90.667;66.667;18.143;70.752;JMEN;19
WYSS Jonin;SUI;78.571;52.857;25.839;75.016;JMEN;21
MERZ Laurin;SUI;86.667;60.000;27.781;44.617;JMEN;17
BERGER Jens;SUI;70.345;55.862;23.269;58.198;JMEN;20
VOGEL Vince;SUI;64.211;72.632;12.646;64.372;JMEN;19
TEDALDI Gianmaria;SUI;60.000;51.429;26.388;52.860;JMEN;21
BORGULA Jakub;SVK;82.059;76.176;48.682;69.299;MEN;21
MATKO Martin;SVK;80.000;72.877;49.188;75.771;MEN;20
ISKHAKOV Artur;SVK;78.246;88.421;41.898;70.799;MEN;22
ADAMOV Simon;SVK;76.667;68.667;47.859;68.774;MEN;21
SKLENARIK Markus;SVK;79.070;70.233;43.932;77.332;MEN;18
BADAN Matej;SVK;85.909;68.636;42.410;67.994;JMEN;22
ADAMOV Michal;SVK;62.857;58.214;48.306;76.888;JMEN;19
CESNEK Damian;SVK;85.000;68.750;37.803;65.682;JMEN;24
SKLENARIK Tomas;SVK;78.148;73.704;41.687;54.978;JMEN;26
GAJDOSOVCI Oliver;SVK;62.222;74.444;32.964;71.638;JMEN;17
CIENIK Martin;SVK;81.333;74.667;26.694;63.457;JMEN;20
MEJTSKY Maxim;SVK;75.556;64.444;37.361;59.397;JMEN;20
ILAVSKY Sebastian;SVK;82.857;71.429;24.314;59.244;JMEN;21
ADAMOV Jan;SVK;72.000;36.000;32.921;77.999;JMEN;17
BELICAJ Benjamin;SVK;83.333;76.667;23.552;54.778;JMEN;22
BELICAJ Sebastian;SVK;71.765;82.353;13.821;58.680;JMEN;19
KOVAC Jan;SVK;60.000;80.000;20.936;41.701;JMEN;16
SVRCINA Samuel;SVK;50.000;70.000;5.745;68.702;JMEN;20
KRISTOFIK Simon;SVK;70.000;60.000;4.513;52.042;JMEN;17
SAMUELSSON Sebastian;SWE;88.611;77.500;77.121;76.504;MEN;28
PONSILUOMA Martin;SWE;78.028;77.465;78.445;79.697;MEN;30
NELIN Jesper;SWE;85.455;76.515;69.429;77.531;MEN;33
BRANDT Viktor;SWE;83.864;75.682;64.631;72.299;MEN;26
SJOKVIST Henning;SWE;90.909;90.000;52.733;73.086;MEN;27
STEFANSSON Malte;SWE;76.444;74.222;63.364;71.469;MEN;25
NYKVIST Emil;SWE;84.096;84.819;54.536;67.575;MEN;28
LINDKVIST-FLOETTEN Philip;SWE;87.857;72.143;56.817;68.211;MEN;19
OHLSSON Oskar;SWE;75.172;73.793;55.351;73.742;JMEN;27
IVARSSON Anton;SWE;81.739;72.174;52.613;71.643;JMEN;24
ANDERSSON Oscar;SWE;87.312;75.054;51.693;59.278;JMEN;23
NORDGREN Melker;SWE;81.333;74.667;51.456;63.391;JMEN;23
HOIBY Martin;SWE;80.000;63.636;46.012;76.897;JMEN;20
ERIKSSON Alfred;SWE;80.571;75.429;43.451;70.086;JMEN;24
NORDLANDER Elmer;SWE;80.000;88.000;48.116;54.301;JMEN;17
LARSSON Jacob;SWE;75.000;57.083;53.596;66.686;JMEN;21
BERGLUND Victor;SWE;83.333;79.048;41.272;59.749;JMEN;22
BERGMAN Oskar;SWE;95.000;72.500;43.948;52.192;JMEN;19
LARSSON Erik;SWE;68.000;52.000;47.199;77.777;JMEN;23
GRONLAND Karl;SWE;60.000;80.000;49.589;52.931;JMEN;21
NYKVIST David;SWE;72.000;65.333;46.698;57.541;JMEN;26
JANSSON Oskar;SWE;88.000;82.000;20.788;70.029;JMEN;19
FALK Isak;SWE;70.000;71.818;27.291;72.374;JMEN;20
MODIGS Anton;SWE;93.333;60.000;25.483;65.145;JMEN;19
GREIN Vincent;SWE;72.000;68.000;31.582;64.676;JMEN;22
SANDEGARD Tore;SWE;84.000;68.000;17.697;70.836;JMEN;19
MARJETA Albert;SWE;40.000;80.000;16.786;78.044;JMEN;21
GEDDA Hjalmar;SWE;53.333;46.667;34.909;65.952;JMEN;22
VIKSTROEM Knut;SWE;70.000;40.000;33.333;49.953;JMEN;24
ERTAS Mehmet;TUR;80.000;36.000;1.000;21.189;JMEN;17
MERAL Bulut;TUR;44.000;48.000;1.000;47.219;JMEN;17
MANDZYN Vitalii;UKR;87.077;82.923;66.121;78.449;MEN;22
PIDRUCHNYI Dmytro;UKR;87.222;80.926;66.653;74.622;MEN;34
DUDCHENKO Anton;UKR;89.375;85.625;47.997;77.603;MEN;29
LESIUK Taras;UKR;86.970;80.909;50.976;70.252;MEN;29
BORKOVSKYI Bohdan;UKR;72.836;79.403;57.498;63.311;MEN;21
TYSHCHENKO Artem;UKR;96.000;91.333;40.307;73.233;MEN;32
NASYKO Denys;UKR;85.870;73.913;50.165;76.528;MEN;30
TSYMBAL Bogdan;UKR;86.557;80.984;48.129;63.954;JMEN;28
TARASIUK Taras;UKR;92.000;78.286;35.711;70.105;JMEN;17
KINASH Stepan;UKR;88.000;92.000;29.484;70.560;JMEN;23
PONOMARENKO Oleksandr;UKR;83.243;77.838;40.012;66.995;JMEN;27
SUPRUN Serhii;UKR;84.444;84.889;35.585;62.594;JMEN;22
BILANENKO Oleksandr;UKR;72.143;65.357;39.461;73.427;JMEN;19
BOROVYK Roman;UKR;85.714;80.714;33.722;61.374;JMEN;25
KHMIL Mykhailo;UKR;70.000;64.667;40.044;73.496;JMEN;21
AKSIUTA Volodymyr;UKR;81.739;69.565;34.870;67.490;JMEN;22
KRIUKOV Dmytro;UKR;72.653;68.571;33.663;67.561;JMEN;19
STEBLYNA Ivan;UKR;74.286;56.190;34.968;67.883;JMEN;19
KYKOT Zakhar;UKR;73.333;73.333;21.244;65.900;JMEN;20
KULCHYTSKYI Kyrylo;UKR;74.286;78.571;20.284;60.170;JMEN;18
MARTSENIUK Kostiantyn;UKR;71.429;74.286;10.864;71.722;JMEN;17
MAKARENKO Yehor;UKR;80.000;76.000;17.511;51.958;JMEN;21
BOHACH Bohdan;UKR;90.909;78.182;6.971;46.120;JMEN;18
MOROZ Andrii;UKR;58.750;71.250;14.398;57.591;JMEN;20
WRIGHT Campbell;USA;89.859;80.845;72.176;74.528;MEN;23
GERMAIN Maxime;USA;82.921;79.326;61.351;64.886;MEN;24
DOHERTY Sean;USA;79.104;81.194;58.457;79.773;MEN;30
SCHOMMER Paul;USA;87.436;84.615;54.556;75.231;MEN;33
BROWN Jake;USA;82.750;75.000;57.560;79.828;MEN;33
BONACCI Vincent;USA;80.313;80.313;49.377;67.868;MEN;25
CERVENKA Vaclav;USA;86.829;73.659;48.681;69.673;JMEN;26
CAMPBELL Wesley;USA;82.857;68.571;49.331;67.338;JMEN;21
WESTERVELT Bjorn;USA;77.468;70.886;47.328;70.358;JMEN;24
NIELSEN Eli;USA;84.000;88.000;31.335;59.298;JMEN;26
BROWN Luke;USA;66.250;56.250;39.198;74.237;JMEN;30
VAN DE KAMP Thomas;USA;77.143;60.000;28.812;73.818;JMEN;18
SANDS Aidan;USA;75.294;75.294;21.322;72.104;JMEN;17
BURKHART Nikolas;USA;33.333;73.333;36.096;75.366;JMEN;24
ANDERSON Eric;USA;63.871;76.129;28.345;60.133;JMEN;19
MOORE Logan;USA;60.000;60.000;38.224;59.043;JMEN;23
SHEPPARD Thor;USA;73.636;61.818;25.468;63.175;JMEN;21
THRASHER Tristan;USA;72.800;72.800;10.840;69.064;JMEN;17
ARSTAD Linus;USA;66.154;86.154;18.972;52.839;JMEN;19
LEDGER Van;USA;73.333;66.667;37.097;35.740;JMEN;23
WATSON Elias;USA;96.000;77.143;5.517;53.146;JMEN;18
LIVINGOOD Nathan;USA;63.333;83.333;16.869;52.269;JMEN;21
CARLSON Taylor;USA;73.333;53.333;18.082;29.720;JMEN;19
RAIMKULOV Rolan;UZB;72.222;25.556;1.000;14.465;MEN;24
